2013-01-06,4
2013-01-13,16
2013-01-20,100
2013-01-27,75
2013-02-03,4
2013-02-10,30
2013-02-17,4
2013-02-24,0
2013-03-03,4
2013-03-10,6
2013-03-17,0
2013-03-24,2
2013-03-31,2
2013-04-07,4
2013-04-14,4
2013-04-21,0
2013-04-28,4
2013-05-05,2
2013-05-12,0
2013-05-19,0
2013-05-26,4
2013-06-02,0
2013-06-09,0
2013-06-16,0
2013-06-23,4
2013-06-30,4
2013-07-07,4
2013-07-14,60
2013-07-21,9
2013-07-28,3
2013-08-04,3
2013-08-11,4
2013-08-18,0
2013-08-25,0
2013-09-01,2
2013-09-08,2
2013-09-15,0
2013-09-22,2
2013-09-29,3
2013-10-06,2
2013-10-13,2
2013-10-20,0
2013-10-27,2
2013-11-03,0
2013-11-10,0
2013-11-17,0
2013-11-24,3
2013-12-01,3
2013-12-08,2
2013-12-15,5
2013-12-22,2
2013-12-29,0
2014-01-05,0
2014-01-12,14
2014-01-19,14
2014-01-26,39
2014-02-02,14
2014-02-09,28
2014-02-16,28
2014-02-23,14
2014-03-02,15
2014-03-09,14
2014-03-16,14
2014-03-23,0
2014-03-30,22
2014-04-06,21
2014-04-13,0
2014-04-20,35
2014-04-27,28
2014-05-04,28
2014-05-11,14
2014-05-18,15
2014-05-25,15
2014-06-01,0
2014-06-08,15
2014-06-15,60
2014-06-22,23
2014-06-29,15
2014-07-06,0
2014-07-13,15
2014-07-20,15
2014-07-27,36
2014-08-03,30
2014-08-10,58
2014-08-17,22
2014-08-24,15
2014-08-31,0
2014-09-07,15
2014-09-14,0
2014-09-21,14
2014-09-28,14
2014-10-05,28
2014-10-12,43
2014-10-19,21
2014-10-26,43
2014-11-02,49
2014-11-09,48
2014-11-16,70
2014-11-23,67
2014-11-30,34
2014-12-07,27
2014-12-14,0
2014-12-21,100
2014-12-28,69
2015-01-04,1
2015-01-11,1
2015-01-18,5
2015-01-25,3
2015-02-01,2
2015-02-08,11
2015-02-15,6
2015-02-22,13
2015-03-01,14
2015-03-08,9
2015-03-15,5
2015-03-22,5
2015-03-29,5
2015-04-05,4
2015-04-12,14
2015-04-19,6
2015-04-26,13
2015-05-03,47
2015-05-10,29
2015-05-17,52
2015-05-24,56
2015-05-31,60
2015-06-07,77
2015-06-14,84
2015-06-21,84
2015-06-28,100
2015-07-05,80
2015-07-12,87
2015-07-19,73
2015-07-26,89
2015-08-02,68
2015-08-09,54
2015-08-16,53
2015-08-23,50
2015-08-30,57
2015-09-06,52
2015-09-13,51
2015-09-20,63
2015-09-27,53
2015-10-04,45
2015-10-11,40
2015-10-18,41
2015-10-25,35
2015-11-01,34
2015-11-08,33
2015-11-15,34
2015-11-22,28
2015-11-29,29
2015-12-06,37
2015-12-13,37
2015-12-20,38
2015-12-27,32
2016-01-03,87
2016-01-10,86
2016-01-17,75
2016-01-24,88
2016-01-31,79
2016-02-07,84
2016-02-14,66
2016-02-21,70
2016-02-28,65
2016-03-06,60
2016-03-13,64
2016-03-20,52
2016-03-27,64
2016-04-03,64
2016-04-10,51
2016-04-17,59
2016-04-24,65
2016-05-01,67
2016-05-08,65
2016-05-15,62
2016-05-22,60
2016-05-29,65
2016-06-05,63
2016-06-12,55
2016-06-19,59
2016-06-26,62
2016-07-03,81
2016-07-10,100
2016-07-17,75
2016-07-24,73
2016-07-31,61
2016-08-07,58
2016-08-14,67
2016-08-21,61
2016-08-28,66
2016-09-04,47
2016-09-11,55
2016-09-18,53
2016-09-25,47
2016-10-02,52
2016-10-09,54
2016-10-16,48
2016-10-23,39
2016-10-30,43
2016-11-06,57
2016-11-13,43
2016-11-20,33
2016-11-27,36
2016-12-04,33
2016-12-11,34
2016-12-18,31
2016-12-25,47
2017-01-01,37
2017-01-08,42
2017-01-15,43
2017-01-22,47
2017-01-29,30
2017-02-05,29
2017-02-12,48
2017-02-19,36
2017-02-26,38
2017-03-05,62
2017-03-12,48
2017-03-19,48
2017-03-26,39
2017-04-02,48
2017-04-09,46
2017-04-16,45
2017-04-23,53
2017-04-30,56
2017-05-07,53
2017-05-14,54
2017-05-21,52
2017-05-28,64
2017-06-04,50
2017-06-11,62
2017-06-18,71
2017-06-25,39
2017-07-02,54
2017-07-09,55
2017-07-16,43
2017-07-23,61
2017-07-30,60
2017-08-06,52
2017-08-13,68
2017-08-20,64
2017-08-27,60
2017-09-03,76
2017-09-10,69
2017-09-17,57
2017-09-24,86
2017-10-01,92
2017-10-08,69
2017-10-15,100
2017-10-22,70
2017-10-29,43
2017-11-05,42
2017-11-12,65
2017-11-19,53
2017-11-26,44
2017-12-03,55
2017-12-10,38
2017-12-17,53
2017-12-24,67
2017-12-31,63
2018-01-07,48
2018-01-14,54
2018-01-21,50
2018-01-28,31
2018-02-04,44
2018-02-11,42
2018-02-18,45
2018-02-25,55
2018-03-04,53
2018-03-11,38
2018-03-18,46
2018-03-25,39
2018-04-01,42
2018-04-08,35
2018-04-15,26
2018-04-22,35
2018-04-29,41
2018-05-06,69
2018-05-13,56
2018-05-20,60
2018-05-27,63
2018-06-03,90
2018-06-10,97
2018-06-17,75
2018-06-24,74
2018-07-01,69
2018-07-08,66
2018-07-15,81
